config,attack,watermark,conf,bit_acc,bits,pesq
AW_AU_TI,mp3_64,AWARE,0.9878585050996849,1.0,01101111111001000001,3.247
AW_AU_TI,mp3_64,AudioSeal,0.9999806880950928,1.0,0110111111100100,3.247
AW_AU_TI,mp3_64,Timbre,1.0,1.0,1111001110,3.247
AW_AU_TI,aac_128,AWARE,0.9884046518599039,1.0,01101111111001000001,3.258
AW_AU_TI,aac_128,AudioSeal,0.9999414682388306,1.0,0110111111100100,3.258
AW_AU_TI,aac_128,Timbre,1.0,1.0,1111001110,3.258
AW_AU_TI,opus_64,AWARE,0.9867551018472568,1.0,01101111111001000001,3.242
AW_AU_TI,opus_64,AudioSeal,0.99997478723526,1.0,0110111111100100,3.242
AW_AU_TI,opus_64,Timbre,1.0,1.0,1111001110,3.242
AW_AU_TI,resample_8k,AWARE,0.9830585370458755,1.0,01101111111001000001,2.988
AW_AU_TI,resample_8k,AudioSeal,0.9999774694442749,1.0,0110111111100100,2.988
AW_AU_TI,resample_8k,Timbre,1.0,1.0,1111001110,2.988
AW_AU_TI,lowpass_4k,AWARE,0.988264126433133,1.0,01101111111001000001,3.331
AW_AU_TI,lowpass_4k,AudioSeal,0.9998754262924194,1.0,0110111111100100,3.331
AW_AU_TI,lowpass_4k,Timbre,1.0,1.0,1111001110,3.331
AW_AU_TI,highpass_500,AWARE,0.9886452395121238,1.0,01101111111001000001,3.297
AW_AU_TI,highpass_500,AudioSeal,0.9983582496643066,0.9375,0110111111101100,3.297
AW_AU_TI,highpass_500,Timbre,1.0,1.0,1111001110,3.297
AW_AU_TI,volume_0.5,AWARE,0.988679193462868,1.0,01101111111001000001,3.262
AW_AU_TI,volume_0.5,AudioSeal,0.9999887347221375,1.0,0110111111100100,3.262
AW_AU_TI,volume_0.5,Timbre,1.0,1.0,1111001110,3.262
AW_AU_TI,quantize_8bit,AWARE,0.9825131279171149,1.0,01101111111001000001,2.176
AW_AU_TI,quantize_8bit,AudioSeal,0.6271499991416931,1.0,0110111111100100,2.176
AW_AU_TI,quantize_8bit,Timbre,1.0,1.0,1111001110,2.176
AW_AU_TI,echo,AWARE,0.9426999203969301,1.0,01101111111001000001,2.074
AW_AU_TI,echo,AudioSeal,0.9991060495376587,1.0,0110111111100100,2.074
AW_AU_TI,echo,Timbre,1.0,1.0,1111001110,2.074
AW_AU_TI,sample_suppress,AWARE,0.9885195541575327,1.0,01101111111001000001,3.191
AW_AU_TI,sample_suppress,AudioSeal,0.9999635219573975,1.0,0110111111100100,3.191
AW_AU_TI,sample_suppress,Timbre,1.0,1.0,1111001110,3.191
AW_AU_TI,noise_20db,AWARE,0.9797858320790506,1.0,01101111111001000001,1.878
AW_AU_TI,noise_20db,AudioSeal,0.5665274858474731,1.0,0110111111100100,1.878
AW_AU_TI,noise_20db,Timbre,1.0,1.0,1111001110,1.878
AW_AU_TI,noise_10db,AWARE,0.9101207460917469,1.0,01101111111001000001,1.244
AW_AU_TI,noise_10db,AudioSeal,0.3581339120864868,0.875,0110111111101101,1.244
AW_AU_TI,noise_10db,Timbre,1.0,1.0,1111001110,1.244
AW_AU_TI,noise_5db,AWARE,0.8351932734344284,0.95,01001111111001000001,1.128
AW_AU_TI,noise_5db,AudioSeal,0.3093004822731018,0.875,0110111111101101,1.128
AW_AU_TI,noise_5db,Timbre,0.8,0.8,0110001110,1.128
AW_AU_TI,tempo_up_10,AWARE,0.9795712850120936,1.0,01101111111001000001,
AW_AU_TI,tempo_up_10,AudioSeal,0.25039517879486084,0.75,0110111111101011,
AW_AU_TI,tempo_up_10,Timbre,1.0,1.0,1111001110,
AW_AU_TI,tempo_down_10,AWARE,0.9742985615996058,1.0,01101111111001000001,
AW_AU_TI,tempo_down_10,AudioSeal,0.2843274772167206,0.75,0110111111111001,
AW_AU_TI,tempo_down_10,Timbre,1.0,1.0,1111001110,
AW_AU_TI,denoise,AWARE,0.9800641369011943,1.0,01101111111001000001,3.605
AW_AU_TI,denoise,AudioSeal,0.31046172976493835,0.8125,0111111011110100,3.605
AW_AU_TI,denoise,Timbre,1.0,1.0,1111001110,3.605
AW_AU_TI,crop_30s,AWARE,0.6030737399124526,0.75,00101111111000101101,
AW_AU_TI,crop_30s,AudioSeal,0.9965958595275879,1.0,0110111111100100,
AW_AU_TI,crop_30s,Timbre,1.0,1.0,1111001110,
AW_AU_TI,crop_10s,AWARE,0.22668831559259084,0.55,00111111000000110101,
AW_AU_TI,crop_10s,AudioSeal,0.9897875189781189,1.0,0110111111100100,
AW_AU_TI,crop_10s,Timbre,1.0,1.0,1111001110,
AW_AU_TI,crop_5s,AWARE,0.42285686329044114,0.5,10111111000010100101,
AW_AU_TI,crop_5s,AudioSeal,0.979574978351593,1.0,0110111111100100,
AW_AU_TI,crop_5s,Timbre,1.0,1.0,1111001110,
AW_AU_TI,crop_3s,AWARE,0.515207746784896,0.65,10111111010000000101,
AW_AU_TI,crop_3s,AudioSeal,0.9659583568572998,1.0,0110111111100100,
AW_AU_TI,crop_3s,Timbre,1.0,1.0,1111001110,
AW_AU_TI,pitch_up,AWARE,0.0881191271667752,0.55,00011110011000011101,
AW_AU_TI,pitch_up,AudioSeal,0.050228189677000046,0.6875,0101111111000001,
AW_AU_TI,pitch_up,Timbre,0.2,0.2,1000111001,
AW_TI_AU,baseline,AWARE,0.9887289967871824,1.0,01101111111001000001,3.285
AW_TI_AU,baseline,Timbre,1.0,1.0,1111001110,3.285
AW_TI_AU,baseline,AudioSeal,1.0,1.0,0110111111100100,3.285
AW_TI_AU,mp3_128,AWARE,0.9887289238135792,1.0,01101111111001000001,3.286
AW_TI_AU,mp3_128,Timbre,1.0,1.0,1111001110,3.286
AW_TI_AU,mp3_128,AudioSeal,1.0,1.0,0110111111100100,3.286
AW_TI_AU,mp3_64,AWARE,0.9878079327985486,1.0,01101111111001000001,3.267
AW_TI_AU,mp3_64,Timbre,1.0,1.0,1111001110,3.267
AW_TI_AU,mp3_64,AudioSeal,1.0,1.0,0110111111100100,3.267
AW_TI_AU,aac_128,AWARE,0.9884883811771548,1.0,01101111111001000001,3.277
AW_TI_AU,aac_128,Timbre,1.0,1.0,1111001110,3.277
AW_TI_AU,aac_128,AudioSeal,1.0,1.0,0110111111100100,3.277
AW_TI_AU,opus_64,AWARE,0.9867737030392244,1.0,01101111111001000001,3.264
AW_TI_AU,opus_64,Timbre,1.0,1.0,1111001110,3.264
AW_TI_AU,opus_64,AudioSeal,1.0,1.0,0110111111100100,3.264
AW_TI_AU,resample_8k,AWARE,0.983112725889314,1.0,01101111111001000001,3.006
AW_TI_AU,resample_8k,Timbre,1.0,1.0,1111001110,3.006
AW_TI_AU,resample_8k,AudioSeal,1.0,1.0,0110111111100100,3.006
AW_TI_AU,lowpass_4k,AWARE,0.9883033579535788,1.0,01101111111001000001,3.353
AW_TI_AU,lowpass_4k,Timbre,1.0,1.0,1111001110,3.353
AW_TI_AU,lowpass_4k,AudioSeal,1.0,1.0,0110111111100100,3.353
AW_TI_AU,highpass_500,AWARE,0.9887007942422812,1.0,01101111111001000001,3.32
AW_TI_AU,highpass_500,Timbre,1.0,1.0,1111001110,3.32
AW_TI_AU,highpass_500,AudioSeal,1.0,0.9375,0110111111101100,3.32
AW_TI_AU,volume_0.5,AWARE,0.988731848473014,1.0,01101111111001000001,3.28
AW_TI_AU,volume_0.5,Timbre,1.0,1.0,1111001110,3.28
AW_TI_AU,volume_0.5,AudioSeal,1.0,1.0,0110111111100100,3.28
AW_TI_AU,quantize_8bit,AWARE,0.982637023104259,1.0,01101111111001000001,2.171
AW_TI_AU,quantize_8bit,Timbre,1.0,1.0,1111001110,2.171
AW_TI_AU,quantize_8bit,AudioSeal,0.6403564214706421,1.0,0110111111100100,2.171
AW_TI_AU,echo,AWARE,0.9428188882286459,1.0,01101111111001000001,2.076
AW_TI_AU,echo,Timbre,1.0,1.0,1111001110,2.076
AW_TI_AU,echo,AudioSeal,0.9965121746063232,1.0,0110111111100100,2.076
AW_TI_AU,sample_suppress,AWARE,0.9885824692346059,1.0,01101111111001000001,3.209
AW_TI_AU,sample_suppress,Timbre,1.0,1.0,1111001110,3.209
AW_TI_AU,sample_suppress,AudioSeal,0.9993214011192322,1.0,0110111111100100,3.209
AW_TI_AU,noise_20db,AWARE,0.979506133397655,1.0,01101111111001000001,1.88
AW_TI_AU,noise_20db,Timbre,1.0,1.0,1111001110,1.88
AW_TI_AU,noise_20db,AudioSeal,0.558271050453186,1.0,0110111111100100,1.88
AW_TI_AU,noise_10db,AWARE,0.9094082069097775,1.0,01101111111001000001,1.244
AW_TI_AU,noise_10db,Timbre,0.9,0.9,1110001110,1.244
AW_TI_AU,noise_10db,AudioSeal,0.3443579077720642,0.875,0110111111101101,1.244
AW_TI_AU,noise_5db,AWARE,0.8350174377757338,0.95,01001111111001000001,1.128
AW_TI_AU,noise_5db,Timbre,0.8,0.8,0110001110,1.128
AW_TI_AU,noise_5db,AudioSeal,0.30599552392959595,0.875,0110111111101101,1.128
AW_TI_AU,tempo_up_10,AWARE,0.9787902745423995,1.0,01101111111001000001,
AW_TI_AU,tempo_up_10,Timbre,1.0,1.0,1111001110,
AW_TI_AU,tempo_up_10,AudioSeal,0.36475813388824463,0.9375,0110111111100101,
AW_TI_AU,tempo_down_10,AWARE,0.9733226923678335,1.0,01101111111001000001,
AW_TI_AU,tempo_down_10,Timbre,1.0,1.0,1111001110,
AW_TI_AU,tempo_down_10,AudioSeal,0.33376485109329224,0.875,0110111111100111,
AW_TI_AU,denoise,AWARE,0.9800339948546979,1.0,01101111111001000001,3.63
AW_TI_AU,denoise,Timbre,1.0,1.0,1111001110,3.63
AW_TI_AU,denoise,AudioSeal,0.34367287158966064,0.75,0111111011111100,3.63
AW_TI_AU,crop_30s,AWARE,0.6046142079803084,0.75,00101111111000101101,
AW_TI_AU,crop_30s,Timbre,1.0,1.0,1111001110,
AW_TI_AU,crop_30s,AudioSeal,0.9989562630653381,1.0,0110111111100100,
AW_TI_AU,crop_10s,AWARE,0.2434145464115073,0.55,00111111000000110101,
AW_TI_AU,crop_10s,Timbre,1.0,1.0,1111001110,
AW_TI_AU,crop_10s,AudioSeal,0.9968687295913696,1.0,0110111111100100,
AW_TI_AU,crop_5s,AWARE,0.3955107173733564,0.5,10111110001010100101,
AW_TI_AU,crop_5s,Timbre,1.0,1.0,1111001110,
AW_TI_AU,crop_5s,AudioSeal,0.993737518787384,1.0,0110111111100100,
AW_TI_AU,crop_3s,AWARE,0.41265975883225203,0.6,00111111010010100101,
AW_TI_AU,crop_3s,Timbre,1.0,1.0,1111001110,
AW_TI_AU,crop_3s,AudioSeal,0.9895625114440918,1.0,0110111111100100,
AW_TI_AU,pitch_up,AWARE,0.09170151761842604,0.6,00011111011000011101,
AW_TI_AU,pitch_up,Timbre,0.1,0.1,0000111001,
AW_TI_AU,pitch_up,AudioSeal,0.004769991617649794,0.8125,0100111110100101,
TI_AU_AW,baseline,Timbre,1.0,1.0,1111001110,3.165
TI_AU_AW,baseline,AudioSeal,1.0,1.0,0110111111100100,3.165
TI_AU_AW,baseline,AWARE,0.9983910495904005,1.0,01101111111001000001,3.165
TI_AU_AW,mp3_128,Timbre,1.0,1.0,1111001110,3.165
TI_AU_AW,mp3_128,AudioSeal,1.0,1.0,0110111111100100,3.165
TI_AU_AW,mp3_128,AWARE,0.9983882087554783,1.0,01101111111001000001,3.165
TI_AU_AW,mp3_64,Timbre,1.0,1.0,1111001110,3.15
TI_AU_AW,mp3_64,AudioSeal,1.0,1.0,0110111111100100,3.15
TI_AU_AW,mp3_64,AWARE,0.9981466794021572,1.0,01101111111001000001,3.15
TI_AU_AW,aac_128,Timbre,1.0,1.0,1111001110,3.159
TI_AU_AW,aac_128,AudioSeal,1.0,1.0,0110111111100100,3.159
TI_AU_AW,aac_128,AWARE,0.9983156858919411,1.0,01101111111001000001,3.159
TI_AU_AW,opus_64,Timbre,1.0,1.0,1111001110,3.148
TI_AU_AW,opus_64,AudioSeal,1.0,1.0,0110111111100100,3.148
TI_AU_AW,opus_64,AWARE,0.9976967970350841,1.0,01101111111001000001,3.148
TI_AU_AW,resample_8k,Timbre,1.0,1.0,1111001110,2.913
TI_AU_AW,resample_8k,AudioSeal,1.0,1.0,0110111111100100,2.913
TI_AU_AW,resample_8k,AWARE,0.997113599873837,1.0,01101111111001000001,2.913
TI_AU_AW,lowpass_4k,Timbre,1.0,1.0,1111001110,3.24
TI_AU_AW,lowpass_4k,AudioSeal,0.9973409175872803,0.9375,0110101111100100,3.24
TI_AU_AW,lowpass_4k,AWARE,0.9983000280141301,1.0,01101111111001000001,3.24
TI_AU_AW,highpass_500,Timbre,1.0,1.0,1111001110,3.207
TI_AU_AW,highpass_500,AudioSeal,0.9722273349761963,0.8125,0110101111001100,3.207
TI_AU_AW,highpass_500,AWARE,0.9983820467057076,1.0,01101111111001000001,3.207
TI_AU_AW,volume_0.5,Timbre,1.0,1.0,1111001110,3.164
TI_AU_AW,volume_0.5,AudioSeal,0.9997363686561584,1.0,0110111111100100,3.164
TI_AU_AW,volume_0.5,AWARE,0.9983905726657141,1.0,01101111111001000001,3.164
TI_AU_AW,quantize_8bit,Timbre,1.0,1.0,1111001110,2.155
TI_AU_AW,quantize_8bit,AudioSeal,0.641981840133667,1.0,0110111111100100,2.155
TI_AU_AW,quantize_8bit,AWARE,0.9966360837307408,1.0,01101111111001000001,2.155
TI_AU_AW,echo,Timbre,1.0,1.0,1111001110,2.054
TI_AU_AW,echo,AudioSeal,0.9965320229530334,0.9375,0110101111100100,2.054
TI_AU_AW,echo,AWARE,0.9814980439570308,1.0,01101111111001000001,2.054
TI_AU_AW,sample_suppress,Timbre,1.0,1.0,1111001110,3.099
TI_AU_AW,sample_suppress,AudioSeal,0.9999495148658752,1.0,0110111111100100,3.099
TI_AU_AW,sample_suppress,AWARE,0.99835506139743,1.0,01101111111001000001,3.099
TI_AU_AW,noise_20db,Timbre,1.0,1.0,1111001110,1.865
TI_AU_AW,noise_20db,AudioSeal,0.5739462375640869,1.0,0110111111100100,1.865
TI_AU_AW,noise_20db,AWARE,0.9949165586798947,1.0,01101111111001000001,1.865
TI_AU_AW,noise_10db,Timbre,0.9,0.9,1110001110,1.244
TI_AU_AW,noise_10db,AudioSeal,0.3383806049823761,0.875,0110111111101101,1.244
TI_AU_AW,noise_10db,AWARE,0.9533458890788381,1.0,01101111111001000001,1.244
TI_AU_AW,noise_5db,Timbre,0.8,0.8,0110001110,1.128
TI_AU_AW,noise_5db,AudioSeal,0.28353798389434814,0.875,0110111111101101,1.128
TI_AU_AW,noise_5db,AWARE,0.8775341241105721,0.95,01001111111001000001,1.128
TI_AU_AW,tempo_up_10,Timbre,1.0,1.0,1111001110,
TI_AU_AW,tempo_up_10,AudioSeal,0.3185405731201172,0.75,0010011111111100,
TI_AU_AW,tempo_up_10,AWARE,0.9952598480403493,1.0,01101111111001000001,
TI_AU_AW,tempo_down_10,Timbre,1.0,1.0,1111001110,
TI_AU_AW,tempo_down_10,AudioSeal,0.29991838335990906,0.625,1110101111011101,
TI_AU_AW,tempo_down_10,AWARE,0.9936132805962109,1.0,01101111111001000001,
TI_AU_AW,denoise,Timbre,1.0,1.0,1111001110,3.516
TI_AU_AW,denoise,AudioSeal,0.30734214186668396,0.625,0011111111011110,3.516
TI_AU_AW,denoise,AWARE,0.9940631274677237,1.0,01101111111001000001,3.516
TI_AU_AW,crop_30s,Timbre,1.0,1.0,1111001110,
TI_AU_AW,crop_30s,AudioSeal,0.9976333379745483,1.0,0110111111100100,
TI_AU_AW,crop_30s,AWARE,0.6879526566700938,0.8,00101111111000100101,
TI_AU_AW,crop_10s,Timbre,1.0,1.0,1111001110,
TI_AU_AW,crop_10s,AudioSeal,0.9974062442779541,0.9375,0110101111100100,
TI_AU_AW,crop_10s,AWARE,0.2605679378536799,0.5,00111110000000110101,
TI_AU_AW,crop_5s,Timbre,1.0,1.0,1111001110,
TI_AU_AW,crop_5s,AudioSeal,0.9942499995231628,0.9375,0110101111100100,
TI_AU_AW,crop_5s,AWARE,0.3458877602539313,0.55,00111011001010100101,
TI_AU_AW,crop_3s,Timbre,1.0,1.0,1111001110,
TI_AU_AW,crop_3s,AudioSeal,0.9913541674613953,0.875,0110001111100100,
TI_AU_AW,crop_3s,AWARE,0.4206903521967259,0.6,00111011010010000101,
TI_AU_AW,pitch_up,Timbre,0.1,0.1,0000111001,
TI_AU_AW,pitch_up,AudioSeal,0.00045477095409296453,0.8125,0110011110100101,
TI_AU_AW,pitch_up,AWARE,0.08286117280372148,0.6,00011111011000011101,
TI_AW_AU,baseline,Timbre,1.0,1.0,1111001110,3.152
TI_AW_AU,baseline,AWARE,0.9970962345429617,1.0,01101111111001000001,3.152
TI_AW_AU,baseline,AudioSeal,0.9999951720237732,1.0,0110111111100100,3.152
TI_AW_AU,mp3_128,Timbre,1.0,1.0,1111001110,3.153
TI_AW_AU,mp3_128,AWARE,0.9970941988628793,1.0,01101111111001000001,3.153
TI_AW_AU,mp3_128,AudioSeal,0.9999860525131226,1.0,0110111111100100,3.153
TI_AW_AU,mp3_64,Timbre,1.0,1.0,1111001110,3.135
TI_AW_AU,mp3_64,AWARE,0.9967372395924974,1.0,01101111111001000001,3.135
TI_AW_AU,mp3_64,AudioSeal,1.0,1.0,0110111111100100,3.135
TI_AW_AU,aac_128,Timbre,1.0,1.0,1111001110,3.148
TI_AW_AU,aac_128,AWARE,0.9969937740737944,1.0,01101111111001000001,3.148
TI_AW_AU,aac_128,AudioSeal,1.0,1.0,0110111111100100,3.148
TI_AW_AU,opus_64,Timbre,1.0,1.0,1111001110,3.135
TI_AW_AU,opus_64,AWARE,0.9960851858366483,1.0,01101111111001000001,3.135
TI_AW_AU,opus_64,AudioSeal,1.0,1.0,0110111111100100,3.135
TI_AW_AU,resample_8k,Timbre,1.0,1.0,1111001110,2.9
TI_AW_AU,resample_8k,AWARE,0.9951219761867078,1.0,01101111111001000001,2.9
TI_AW_AU,resample_8k,AudioSeal,0.9999881982803345,1.0,0110111111100100,2.9
TI_AW_AU,lowpass_4k,Timbre,1.0,1.0,1111001110,3.235
TI_AW_AU,lowpass_4k,AWARE,0.9969391859349053,1.0,01101111111001000001,3.235
TI_AW_AU,lowpass_4k,AudioSeal,1.0,1.0,0110111111100100,3.235
TI_AW_AU,highpass_500,Timbre,1.0,1.0,1111001110,3.197
TI_AW_AU,highpass_500,AWARE,0.9970828533613842,1.0,01101111111001000001,3.197
TI_AW_AU,highpass_500,AudioSeal,1.0,0.9375,0110111111101100,3.197
TI_AW_AU,volume_0.5,Timbre,1.0,1.0,1111001110,3.149
TI_AW_AU,volume_0.5,AWARE,0.9970965757910497,1.0,01101111111001000001,3.149
TI_AW_AU,volume_0.5,AudioSeal,1.0,1.0,0110111111100100,3.149
TI_AW_AU,quantize_8bit,Timbre,1.0,1.0,1111001110,2.145
TI_AW_AU,quantize_8bit,AWARE,0.9942834474732322,1.0,01101111111001000001,2.145
TI_AW_AU,quantize_8bit,AudioSeal,0.6491621136665344,1.0,0110111111100100,2.145
TI_AW_AU,echo,Timbre,1.0,1.0,1111001110,2.039
TI_AW_AU,echo,AWARE,0.9752290447673678,1.0,01101111111001000001,2.039
TI_AW_AU,echo,AudioSeal,0.9979442954063416,1.0,0110111111100100,2.039
TI_AW_AU,sample_suppress,Timbre,1.0,1.0,1111001110,3.085
TI_AW_AU,sample_suppress,AWARE,0.9970364120945322,1.0,01101111111001000001,3.085
TI_AW_AU,sample_suppress,AudioSeal,0.9998781085014343,1.0,0110111111100100,3.085
TI_AW_AU,noise_20db,Timbre,1.0,1.0,1111001110,1.867
TI_AW_AU,noise_20db,AWARE,0.9922948386056375,1.0,01101111111001000001,1.867
TI_AW_AU,noise_20db,AudioSeal,0.5604872107505798,1.0,0110111111100100,1.867
TI_AW_AU,noise_10db,Timbre,0.9,0.9,1110001110,1.243
TI_AW_AU,noise_10db,AWARE,0.9421549028009171,1.0,01101111111001000001,1.243
TI_AW_AU,noise_10db,AudioSeal,0.3415822982788086,0.875,0110111111101101,1.243
TI_AW_AU,noise_5db,Timbre,0.8,0.8,0110001110,1.128
TI_AW_AU,noise_5db,AWARE,0.8686818527199409,0.95,01001111111001000001,1.128
TI_AW_AU,noise_5db,AudioSeal,0.31589964032173157,0.8125,0110111111101001,1.128
TI_AW_AU,tempo_up_10,Timbre,1.0,1.0,1111001110,
TI_AW_AU,tempo_up_10,AWARE,0.9932115659027757,1.0,01101111111001000001,
TI_AW_AU,tempo_up_10,AudioSeal,0.2730732560157776,0.625,1111111111001111,
TI_AW_AU,tempo_down_10,Timbre,1.0,1.0,1111001110,
TI_AW_AU,tempo_down_10,AWARE,0.991330062908793,1.0,01101111111001000001,
TI_AW_AU,tempo_down_10,AudioSeal,0.2997788190841675,0.8125,0110111111101111,
TI_AW_AU,denoise,Timbre,1.0,1.0,1111001110,3.553
TI_AW_AU,denoise,AWARE,0.9920068222472802,1.0,01101111111001000001,3.553
TI_AW_AU,denoise,AudioSeal,0.3454885482788086,0.75,0111111011111100,3.553
TI_AW_AU,crop_30s,Timbre,1.0,1.0,1111001110,
TI_AW_AU,crop_30s,AWARE,0.7117859196335845,0.8,00101111111000100101,
TI_AW_AU,crop_30s,AudioSeal,0.9989458322525024,1.0,0110111111100100,
TI_AW_AU,crop_10s,Timbre,1.0,1.0,1111001110,
TI_AW_AU,crop_10s,AWARE,0.17197110316830316,0.5,00111110000000110101,
TI_AW_AU,crop_10s,AudioSeal,0.9968374967575073,1.0,0110111111100100,
TI_AW_AU,crop_5s,Timbre,1.0,1.0,1111001110,
TI_AW_AU,crop_5s,AWARE,0.3867421680891282,0.6,00111111001010100101,
TI_AW_AU,crop_5s,AudioSeal,0.9936749935150146,1.0,0110111111100100,
TI_AW_AU,crop_3s,Timbre,1.0,1.0,1111001110,
TI_AW_AU,crop_3s,AWARE,0.4840628805665329,0.65,00111011011010000101,
TI_AW_AU,crop_3s,AudioSeal,0.9894583225250244,1.0,0110111111100100,
TI_AW_AU,pitch_up,Timbre,0.1,0.1,0000111001,
TI_AW_AU,pitch_up,AWARE,0.08869304337161113,0.6,00011111011000011101,
TI_AW_AU,pitch_up,AudioSeal,0.0008375933393836021,0.8125,0100111110100101,
